ObjectiveFunction;Configuration;Performance;ManufactureCost;Area;Yield
21.7935;12 8 16 4096 32 32 2 26 0;0.942776;23.1163;401.459;0.90874
22.1517;12 8 16 4096 32 32 2 27 0;0.942776;23.4962;407.36;0.90874
22.5108;12 8 16 4096 32 32 2 28 0;0.942776;23.8771;413.262;0.90874
22.8708;12 8 16 4096 32 32 2 29 0;0.942776;24.259;419.163;0.90874
13.8251;12 8 16 4096 32 32 2 3 0;0.942776;14.6642;265.73;0.90874
23.2318;12 8 16 4096 32 32 2 30 0;0.942776;24.6419;425.064;0.90874
23.5937;12 8 16 4096 32 32 2 31 0;0.942776;25.0257;430.966;0.90874
14.1605;12 8 16 4096 32 32 2 4 0;0.942776;15.02;271.631;0.90874
14.497;12 8 16 4096 32 32 2 5 0;0.942776;15.3769;277.532;0.90874
14.8345;12 8 16 4096 32 32 2 6 0;0.942776;15.7349;283.433;0.90874
15.173;12 8 16 4096 32 32 2 7 0;0.942776;16.0939;289.335;0.90874
15.5125;12 8 16 4096 32 32 2 8 0;0.942776;16.4541;295.236;0.90874
15.853;12 8 16 4096 32 32 2 9 0;0.942776;16.8153;301.137;0.90874
13.6491;12 8 16 4096 32 32 3 0 0;0.942776;14.4775;262.599;0.90864
14.0064;12 8 16 4096 32 32 3 1 0;0.942776;14.8565;268.922;0.908743
17.2887;12 8 16 4096 32 32 3 10 0;0.942776;18.338;325.827;0.908743
17.6591;12 8 16 4096 32 32 3 11 0;0.942776;18.731;332.15;0.908743
18.0307;12 8 16 4096 32 32 3 12 0;0.942776;19.1251;338.473;0.908743
18.4035;12 8 16 4096 32 32 3 13 0;0.942776;19.5205;344.795;0.908743
18.7773;12 8 16 4096 32 32 3 14 0;0.942776;19.917;351.118;0.908743
19.1523;12 8 16 4096 32 32 3 15 0;0.942776;20.3148;357.441;0.908743
19.5284;12 8 16 4096 32 32 3 16 0;0.942776;20.7137;363.764;0.908743
19.9056;12 8 16 4096 32 32 3 17 0;0.942776;21.1138;370.087;0.908743
20.2839;12 8 16 4096 32 32 3 18 0;0.942776;21.515;376.409;0.908743
20.6633;12 8 16 4096 32 32 3 19 0;0.942776;21.9175;382.732;0.908743
14.3664;12 8 16 4096 32 32 3 2 0;0.942776;15.2384;275.245;0.908743
21.0438;12 8 16 4096 32 32 3 20 0;0.942776;22.3211;389.055;0.908743
21.4254;12 8 16 4096 32 32 3 21 0;0.942776;22.7259;395.378;0.908743
21.8081;12 8 16 4096 32 32 3 22 0;0.942776;23.1318;401.701;0.908743
22.1919;12 8 16 4096 32 32 3 23 0;0.942776;23.5389;408.023;0.908743
22.5768;12 8 16 4096 32 32 3 24 0;0.942776;23.9471;414.346;0.908743
22.9628;12 8 16 4096 32 32 3 25 0;0.942776;24.3565;420.669;0.908743
23.3498;12 8 16 4096 32 32 3 26 0;0.942776;24.7671;426.992;0.908743
23.7379;12 8 16 4096 32 32 3 27 0;0.942776;25.1788;433.315;0.908743
24.1271;12 8 16 4096 32 32 3 28 0;0.942776;25.5916;439.638;0.908743
24.5174;12 8 16 4096 32 32 3 29 0;0.942776;26.0056;445.96;0.908743
14.7276;12 8 16 4096 32 32 3 3 0;0.942776;15.6215;281.567;0.908743
24.9088;12 8 16 4096 32 32 3 30 0;0.942776;26.4207;452.283;0.908743
25.3012;12 8 16 4096 32 32 3 31 0;0.942776;26.8369;458.606;0.908743
15.09;12 8 16 4096 32 32 3 4 0;0.942776;16.0059;287.89;0.908743
15.4535;12 8 16 4096 32 32 3 5 0;0.942776;16.3915;294.213;0.908743
15.8182;12 8 16 4096 32 32 3 6 0;0.942776;16.7784;300.536;0.908743
16.1841;12 8 16 4096 32 32 3 7 0;0.942776;17.1665;306.859;0.908743
16.5512;12 8 16 4096 32 32 3 8 0;0.942776;17.5558;313.181;0.908743
16.9193;12 8 16 4096 32 32 3 9 0;0.942776;17.9463;319.504;0.908743
6.31359;12 8 16 4096 32 4 0 0 0;0.94407;6.68763;116.884;0.825965
6.44263;12 8 16 4096 32 4 0 0 1;0.94407;6.82432;124.628;0.86625
6.67791;12 8 16 4096 32 4 0 1 0;0.94407;7.07353;131.851;0.887152
7.48419;12 8 16 4096 32 4 0 2 0;0.94407;7.92758;146.818;0.887385
8.30039;12 8 16 4096 32 4 0 3 0;0.94407;8.79213;161.786;0.887386
6.08243;12 8 16 4096 32 4 1 0 0;0.94407;6.44278;122.958;0.904539
6.90631;12 8 16 4096 32 4 1 1 0;0.94407;7.31547;139.172;0.908463
7.76594;12 8 16 4096 32 4 1 2 0;0.94407;8.22603;155.387;0.908469
8.63482;12 8 16 4096 32 4 1 3 0;0.94407;9.14638;171.601;0.908469
6.37259;12 8 16 4096 32 4 2 0 0;0.94407;6.75013;129.031;0.908588
6.7867;12 8 16 4096 32 4 2 0 1;0.94407;7.18877;136.775;0.907568
7.29108;12 8 16 4096 32 4 2 1 0;0.94407;7.72303;146.493;0.90874
8.2215;12 8 16 4096 32 4 2 2 0;0.94407;8.70857;163.955;0.90874
9.16241;12 8 16 4096 32 4 2 3 0;0.94407;9.70523;181.417;0.90874
6.69013;12 8 16 4096 32 4 3 0 0;0.94407;7.08648;135.105;0.908738
7.67984;12 8 16 4096 32 4 3 1 0;0.94407;8.13483;153.814;0.908743
8.68188;12 8 16 4096 32 4 3 2 0;0.94407;9.19623;172.523;0.908743
9.69576;12 8 16 4096 32 4 3 3 0;0.94407;10.2702;191.232;0.908743
7.26274;12 8 16 4096 32 8 0 0 0;0.942949;7.70216;131.455;0.812147
7.13258;12 8 16 4096 32 8 0 0 1;0.942949;7.56412;136.237;0.858931
7.15019;12 8 16 4096 32 8 0 1 0;0.942949;7.5828;140.76;0.887063
7.65144;12 8 16 4096 32 8 0 2 0;0.942949;8.11437;150.065;0.887385
8.15839;12 8 16 4096 32 8 0 3 0;0.942949;8.652;159.37;0.887386
8.66843;12 8 16 4096 32 8 0 4 0;0.942949;9.1929;168.675;0.887386
9.18149;12 8 16 4096 32 8 0 5 0;0.942949;9.737;177.979;0.887386
9.69751;12 8 16 4096 32 8 0 6 0;0.942949;10.2842;187.284;0.887386
10.2165;12 8 16 4096 32 8 0 7 0;0.942949;10.8346;196.589;0.887386
6.91716;12 8 16 4096 32 8 1 0 0;0.942949;7.33567;138.743;0.90299
7.40808;12 8 16 4096 32 8 1 1 0;0.942949;7.85629;148.823;0.90846
7.94418;12 8 16 4096 32 8 1 2 0;0.942949;8.42483;158.903;0.908469
8.48387;12 8 16 4096 32 8 1 3 0;0.942949;8.99717;168.984;0.908469
9.02702;12 8 16 4096 32 8 1 4 0;0.942949;9.57318;179.064;0.908469
9.57356;12 8 16 4096 32 8 1 5 0;0.942949;10.1528;189.144;0.908469
10.1234;12 8 16 4096 32 8 1 6 0;0.942949;10.7359;199.225;0.908469
10.6766;12 8 16 4096 32 8 1 7 0;0.942949;11.3226;209.305;0.908469
7.25991;12 8 16 4096 32 8 2 0 0;0.942949;7.69916;146.031;0.908495
7.52471;12 8 16 4096 32 8 2 0 1;0.942949;7.97998;150.813;0.907125
7.83427;12 8 16 4096 32 8 2 1 0;0.942949;8.30827;156.886;0.90874
8.41469;12 8 16 4096 32 8 2 2 0;0.942949;8.92381;167.742;0.90874
8.99913;12 8 16 4096 32 8 2 3 0;0.942949;9.54361;178.598;0.90874
9.58752;12 8 16 4096 32 8 2 4 0;0.942949;10.1676;189.454;0.90874
10.1798;12 8 16 4096 32 8 2 5 0;0.942949;10.7957;200.309;0.90874
10.7758;12 8 16 4096 32 8 2 6 0;0.942949;11.4278;211.165;0.90874
11.3756;12 8 16 4096 32 8 2 7 0;0.942949;12.0639;222.021;0.90874
7.64445;12 8 16 4096 32 8 3 0 0;0.942949;8.10696;153.318;0.908734
8.26498;12 8 16 4096 32 8 3 1 0;0.942949;8.76504;164.95;0.908743
8.89022;12 8 16 4096 32 8 3 2 0;0.942949;9.4281;176.581;0.908743
9.52;12 8 16 4096 32 8 3 3 0;0.942949;10.096;188.212;0.908743
10.1542;12 8 16 4096 32 8 3 4 0;0.942949;10.7686;199.843;0.908743
10.7928;12 8 16 4096 32 8 3 5 0;0.942949;11.4458;211.474;0.908743
11.4357;12 8 16 4096 32 8 3 6 0;0.942949;12.1276;223.105;0.908743
12.0829;12 8 16 4096 32 8 3 7 0;0.942949;12.8139;234.737;0.908743
2.97645;12 8 16 4096 4 1 0 0 0;0.85498;3.48131;66.3202;0.875765
3.1839;12 8 16 4096 4 1 0 0 1;0.85498;3.72395;72.0129;0.892095
2.95443;12 8 16 4096 4 1 1 0 0;0.85498;3.45556;68.1803;0.908087
3.03635;12 8 16 4096 4 1 2 0 0;0.85498;3.55137;70.0403;0.908733
3.29499;12 8 16 4096 4 1 2 0 1;0.85498;3.85388;75.7329;0.908564
3.12048;12 8 16 4096 4 1 3 0 0;0.85498;3.64976;71.9003;0.908742
3.13961;12 8 16 4096 4 2 0 0 0;0.849376;3.69637;69.9629;0.872079
3.24818;12 8 16 4096 4 2 0 0 1;0.849376;3.8242;73.7199;0.890214
3.38412;12 8 16 4096 4 2 0 1 0;0.849376;3.98424;76.4367;0.887371
3.11298;12 8 16 4096 4 2 1 0 0;0.849376;3.66502;72.1265;0.907931
3.42782;12 8 16 4096 4 2 1 1 0;0.849376;4.03569;79.1398;0.908468
3.2077;12 8 16 4096 4 2 2 0 0;0.849376;3.77653;74.2901;0.90873
3.37815;12 8 16 4096 4 2 2 0 1;0.849376;3.97722;78.0471;0.908521
3.54934;12 8 16 4096 4 2 2 1 0;0.849376;4.17877;81.8429;0.90874
3.3053;12 8 16 4096 4 2 3 0 0;0.849376;3.89144;76.4537;0.908742
3.67217;12 8 16 4096 4 2 3 1 0;0.849376;4.32337;84.5459;0.908743
3.51686;12 8 16 4096 4 4 0 0 0;0.850752;4.13382;77.2483;0.864753
3.56037;12 8 16 4096 4 4 0 0 1;0.850752;4.18497;80.0375;0.88646
3.66236;12 8 16 4096 4 4 0 1 0;0.850752;4.30485;82.3065;0.887356
3.89834;12 8 16 4096 4 4 0 2 0;0.850752;4.58223;87.3648;0.887386
4.13545;12 8 16 4096 4 4 0 3 0;0.850752;4.86094;92.423;0.887386
3.47671;12 8 16 4096 4 4 1 0 0;0.850752;4.08663;80.019;0.907572
3.72268;12 8 16 4096 4 4 1 1 0;0.850752;4.37575;85.4988;0.908468
3.97324;12 8 16 4096 4 4 1 2 0;0.850752;4.67027;90.9785;0.908469
4.22494;12 8 16 4096 4 4 1 3 0;0.850752;4.96613;96.4583;0.908469
3.59823;12 8 16 4096 4 4 2 0 0;0.850752;4.22948;82.7897;0.90872
3.72652;12 8 16 4096 4 4 2 0 1;0.850752;4.38027;85.5788;0.908422
3.86734;12 8 16 4096 4 4 2 1 0;0.850752;4.5458;88.691;0.90874
4.13787;12 8 16 4096 4 4 2 2 0;0.850752;4.86378;94.5922;0.90874
4.40969;12 8 16 4096 4 4 2 3 0;0.850752;5.18329;100.494;0.90874
3.72436;12 8 16 4096 4 4 3 0 0;0.850752;4.37773;85.5604;0.908742
4.0135;12 8 16 4096 4 4 3 1 0;0.850752;4.7176;91.8832;0.908743
4.30416;12 8 16 4096 4 4 3 2 0;0.850752;5.05924;98.206;0.908743
4.59628;12 8 16 4096 4 4 3 3 0;0.850752;5.40261;104.529;0.908743
9.39779;12 8 16 4096 64 2 0 0 0;0.997322;9.42303;154.897;0.7904
10.289;12 8 16 4096 64 2 0 0 1;0.997322;10.3166;179.887;0.847156
11.2444;12 8 16 4096 64 2 0 1 0;0.997322;11.2746;203.837;0.886659
8.77968;12 8 16 4096 64 2 1 0 0;0.997322;8.80326;164.138;0.90004
11.7506;12 8 16 4096 64 2 1 1 0;0.997322;11.7822;217.157;0.90845
9.22508;12 8 16 4096 64 2 2 0 0;0.997322;9.24985;173.379;0.908278
10.6837;12 8 16 4096 64 2 2 0 1;0.997322;10.7124;198.37;0.906261
12.5285;12 8 16 4096 64 2 2 1 0;0.997322;12.5621;230.477;0.90874
9.74838;12 8 16 4096 64 2 3 0 0;0.997322;9.77456;182.621;0.908723
13.3159;12 8 16 4096 64 2 3 1 0;0.997322;13.3516;243.797;0.908743
18.8417;12 8 16 4096 64 32 0 0 0;0.991041;19.012;264.177;0.696459
16.7384;12 8 16 4096 64 32 0 0 1;0.991041;16.8897;267.447;0.794562
15.2214;12 8 16 4096 64 32 0 1 0;0.991041;15.359;270.651;0.885182
18.8058;12 8 16 4096 64 32 0 10 0;0.991041;18.9758;328.915;0.887386
19.2147;12 8 16 4096 64 32 0 11 0;0.991041;19.3884;335.389;0.887386
19.625;12 8 16 4096 64 32 0 12 0;0.991041;19.8024;341.863;0.887386
20.0365;12 8 16 4096 64 32 0 13 0;0.991041;20.2176;348.337;0.887386
20.4492;12 8 16 4096 64 32 0 14 0;0.991041;20.6341;354.81;0.887386
20.8633;12 8 16 4096 64 32 0 15 0;0.991041;21.0519;361.284;0.887386
21.2785;12 8 16 4096 64 32 0 16 0;0.991041;21.4709;367.758;0.887386
21.6951;12 8 16 4096 64 32 0 17 0;0.991041;21.8912;374.232;0.887386
22.1129;12 8 16 4096 64 32 0 18 0;0.991041;22.3128;380.706;0.887386
22.5319;12 8 16 4096 64 32 0 19 0;0.991041;22.7356;387.179;0.887386
15.5811;12 8 16 4096 64 32 0 2 0;0.991041;15.7219;277.125;0.88737
22.9522;12 8 16 4096 64 32 0 20 0;0.991041;23.1596;393.653;0.887386
23.3737;12 8 16 4096 64 32 0 21 0;0.991041;23.5849;400.127;0.887386
23.7964;12 8 16 4096 64 32 0 22 0;0.991041;24.0115;406.601;0.887386
24.2204;12 8 16 4096 64 32 0 23 0;0.991041;24.4393;413.075;0.887386
24.6455;12 8 16 4096 64 32 0 24 0;0.991041;24.8683;419.549;0.887386
25.072;12 8 16 4096 64 32 0 25 0;0.991041;25.2986;426.022;0.887386
25.4996;12 8 16 4096 64 32 0 26 0;0.991041;25.7301;432.496;0.887386
25.9284;12 8 16 4096 64 32 0 27 0;0.991041;26.1628;438.97;0.887386
26.3585;12 8 16 4096 64 32 0 28 0;0.991041;26.5967;445.444;0.887386
26.7897;12 8 16 4096 64 32 0 29 0;0.991041;27.0319;451.918;0.887386
15.9793;12 8 16 4096 64 32 0 3 0;0.991041;16.1238;283.599;0.887386
27.2222;12 8 16 4096 64 32 0 30 0;0.991041;27.4683;458.391;0.887386
27.6559;12 8 16 4096 64 32 0 31 0;0.991041;27.9059;464.865;0.887386
16.3792;12 8 16 4096 64 32 0 4 0;0.991041;16.5273;290.072;0.887386
16.7804;12 8 16 4096 64 32 0 5 0;0.991041;16.932;296.546;0.887386
17.1828;12 8 16 4096 64 32 0 6 0;0.991041;17.3382;303.02;0.887386
17.5866;12 8 16 4096 64 32 0 7 0;0.991041;17.7456;309.494;0.887386
17.9917;12 8 16 4096 64 32 0 8 0;0.991041;18.1544;315.968;0.887386
18.3981;12 8 16 4096 64 32 0 9 0;0.991041;18.5644;322.441;0.887386
16.0519;12 8 16 4096 64 32 1 0 0;0.991041;16.197;282.525;0.879715
15.9679;12 8 16 4096 64 32 1 1 0;0.991041;16.1122;289.539;0.908409
19.8405;12 8 16 4096 64 32 1 10 0;0.991041;20.0198;352.658;0.908469
20.2782;12 8 16 4096 64 32 1 11 0;0.991041;20.4615;359.671;0.908469
20.7174;12 8 16 4096 64 32 1 12 0;0.991041;20.9047;366.685;0.908469
21.158;12 8 16 4096 64 32 1 13 0;0.991041;21.3493;373.698;0.908469
21.6;12 8 16 4096 64 32 1 14 0;0.991041;21.7953;380.711;0.908469
22.0435;12 8 16 4096 64 32 1 15 0;0.991041;22.2428;387.725;0.908469
22.4884;12 8 16 4096 64 32 1 16 0;0.991041;22.6917;394.738;0.908469
22.9347;12 8 16 4096 64 32 1 17 0;0.991041;23.142;401.751;0.908469
23.3824;12 8 16 4096 64 32 1 18 0;0.991041;23.5938;408.764;0.908469
23.8315;12 8 16 4096 64 32 1 19 0;0.991041;24.047;415.778;0.908469
16.3913;12 8 16 4096 64 32 1 2 0;0.991041;16.5395;296.552;0.908468
24.2821;12 8 16 4096 64 32 1 20 0;0.991041;24.5016;422.791;0.908469
24.734;12 8 16 4096 64 32 1 21 0;0.991041;24.9576;429.804;0.908469
25.1873;12 8 16 4096 64 32 1 22 0;0.991041;25.415;436.818;0.908469
25.642;12 8 16 4096 64 32 1 23 0;0.991041;25.8738;443.831;0.908469
26.0981;12 8 16 4096 64 32 1 24 0;0.991041;26.334;450.844;0.908469
26.5556;12 8 16 4096 64 32 1 25 0;0.991041;26.7956;457.858;0.908469
27.0144;12 8 16 4096 64 32 1 26 0;0.991041;27.2586;464.871;0.908469
27.4747;12 8 16 4096 64 32 1 27 0;0.991041;27.723;471.884;0.908469
27.9363;12 8 16 4096 64 32 1 28 0;0.991041;28.1888;478.897;0.908469
28.3993;12 8 16 4096 64 32 1 29 0;0.991041;28.656;485.911;0.908469
16.8172;12 8 16 4096 64 32 1 3 0;0.991041;16.9693;303.565;0.908469
28.8636;12 8 16 4096 64 32 1 30 0;0.991041;29.1245;492.924;0.908469
29.3293;12 8 16 4096 64 32 1 31 0;0.991041;29.5944;499.937;0.908469
17.2447;12 8 16 4096 64 32 1 4 0;0.991041;17.4006;310.578;0.908469
17.6737;12 8 16 4096 64 32 1 5 0;0.991041;17.8334;317.592;0.908469
18.1041;12 8 16 4096 64 32 1 6 0;0.991041;18.2677;324.605;0.908469
18.536;12 8 16 4096 64 32 1 7 0;0.991041;18.7035;331.618;0.908469
18.9694;12 8 16 4096 64 32 1 8 0;0.991041;19.1408;338.632;0.908469
19.4042;12 8 16 4096 64 32 1 9 0;0.991041;19.5796;345.645;0.908469
16.702;12 8 16 4096 64 32 2 0 0;0.991041;16.853;300.873;0.905834
17.0098;12 8 16 4096 64 32 2 0 1;0.991041;17.1635;304.143;0.900064
17.1083;12 8 16 4096 64 32 2 1 0;0.991041;17.2629;308.426;0.908739
21.3218;12 8 16 4096 64 32 2 10 0;0.991041;21.5146;376.401;0.90874
21.7984;12 8 16 4096 64 32 2 11 0;0.991041;21.9954;383.954;0.90874
22.2766;12 8 16 4096 64 32 2 12 0;0.991041;22.478;391.507;0.90874
22.7564;12 8 16 4096 64 32 2 13 0;0.991041;22.9622;399.059;0.90874
23.2379;12 8 16 4096 64 32 2 14 0;0.991041;23.448;406.612;0.90874
23.721;12 8 16 4096 64 32 2 15 0;0.991041;23.9355;414.165;0.90874
24.2058;12 8 16 4096 64 32 2 16 0;0.991041;24.4246;421.718;0.90874
24.6922;12 8 16 4096 64 32 2 17 0;0.991041;24.9154;429.271;0.90874
25.1801;12 8 16 4096 64 32 2 18 0;0.991041;25.4078;436.823;0.90874
25.6697;12 8 16 4096 64 32 2 19 0;0.991041;25.9018;444.376;0.90874
17.5696;12 8 16 4096 64 32 2 2 0;0.991041;17.7285;315.979;0.90874
26.1609;12 8 16 4096 64 32 2 20 0;0.991041;26.3974;451.929;0.90874
26.6538;12 8 16 4096 64 32 2 21 0;0.991041;26.8947;459.482;0.90874
27.1482;12 8 16 4096 64 32 2 22 0;0.991041;27.3936;467.034;0.90874
27.6442;12 8 16 4096 64 32 2 23 0;0.991041;27.8941;474.587;0.90874
28.1418;12 8 16 4096 64 32 2 24 0;0.991041;28.3962;482.14;0.90874
28.6409;12 8 16 4096 64 32 2 25 0;0.991041;28.8998;489.693;0.90874
29.1417;12 8 16 4096 64 32 2 26 0;0.991041;29.4051;497.246;0.90874
29.6441;12 8 16 4096 64 32 2 27 0;0.991041;29.912;504.798;0.90874
30.148;12 8 16 4096 64 32 2 28 0;0.991041;30.4205;512.351;0.90874
30.6535;12 8 16 4096 64 32 2 29 0;0.991041;30.9306;519.904;0.90874
18.0327;12 8 16 4096 64 32 2 3 0;0.991041;18.1957;323.532;0.90874
31.1605;12 8 16 4096 64 32 2 30 0;0.991041;31.4422;527.457;0.90874
31.6692;12 8 16 4096 64 32 2 31 0;0.991041;31.9555;535.009;0.90874
18.4975;12 8 16 4096 64 32 2 4 0;0.991041;18.6647;331.084;0.90874
18.964;12 8 16 4096 64 32 2 5 0;0.991041;19.1355;338.637;0.90874
19.4322;12 8 16 4096 64 32 2 6 0;0.991041;19.6079;346.19;0.90874
19.9021;12 8 16 4096 64 32 2 7 0;0.991041;20.082;353.743;0.90874
20.3737;12 8 16 4096 64 32 2 8 0;0.991041;20.5579;361.296;0.90874
20.8469;12 8 16 4096 64 32 2 9 0;0.991041;21.0354;368.848;0.90874
17.7728;12 8 16 4096 64 32 3 0 0;0.991041;17.9335;319.221;0.908506
18.2652;12 8 16 4096 64 32 3 1 0;0.991041;18.4303;327.314;0.908743
22.8254;12 8 16 4096 64 32 3 10 0;0.991041;23.0318;400.144;0.908743
23.3416;12 8 16 4096 64 32 3 11 0;0.991041;23.5526;408.236;0.908743
23.8597;12 8 16 4096 64 32 3 12 0;0.991041;24.0754;416.329;0.908743
24.3796;12 8 16 4096 64 32 3 13 0;0.991041;24.6;424.421;0.908743
24.9014;12 8 16 4096 64 32 3 14 0;0.991041;25.1265;432.513;0.908743
25.425;12 8 16 4096 64 32 3 15 0;0.991041;25.6549;440.605;0.908743
25.9505;12 8 16 4096 64 32 3 16 0;0.991041;26.1851;448.698;0.908743
26.4779;12 8 16 4096 64 32 3 17 0;0.991041;26.7172;456.79;0.908743
27.007;12 8 16 4096 64 32 3 18 0;0.991041;27.2512;464.882;0.908743
27.538;12 8 16 4096 64 32 3 19 0;0.991041;27.787;472.974;0.908743
18.7642;12 8 16 4096 64 32 3 2 0;0.991041;18.9338;335.406;0.908743
28.0709;12 8 16 4096 64 32 3 20 0;0.991041;28.3246;481.067;0.908743
28.6055;12 8 16 4096 64 32 3 21 0;0.991041;28.8641;489.159;0.908743
29.142;12 8 16 4096 64 32 3 22 0;0.991041;29.4054;497.251;0.908743
29.6803;12 8 16 4096 64 32 3 23 0;0.991041;29.9486;505.343;0.908743
30.2204;12 8 16 4096 64 32 3 24 0;0.991041;30.4936;513.436;0.908743
30.7623;12 8 16 4096 64 32 3 25 0;0.991041;31.0404;521.528;0.908743
31.306;12 8 16 4096 64 32 3 26 0;0.991041;31.589;529.62;0.908743
31.8515;12 8 16 4096 64 32 3 27 0;0.991041;32.1394;537.712;0.908743
32.3988;12 8 16 4096 64 32 3 28 0;0.991041;32.6917;545.805;0.908743
32.9479;12 8 16 4096 64 32 3 29 0;0.991041;33.2457;553.897;0.908743
19.2651;12 8 16 4096 64 32 3 3 0;0.991041;19.4393;343.498;0.908743
33.4988;12 8 16 4096 64 32 3 30 0;0.991041;33.8016;561.989;0.908743
34.0515;12 8 16 4096 64 32 3 31 0;0.991041;34.3593;570.081;0.908743
19.768;12 8 16 4096 64 32 3 4 0;0.991041;19.9467;351.59;0.908743
20.2728;12 8 16 4096 64 32 3 5 0;0.991041;20.4561;359.683;0.908743
20.7795;12 8 16 4096 64 32 3 6 0;0.991041;20.9674;367.775;0.908743
21.2882;12 8 16 4096 64 32 3 7 0;0.991041;21.4806;375.867;0.908743
21.7987;12 8 16 4096 64 32 3 8 0;0.991041;21.9957;383.96;0.908743
22.3111;12 8 16 4096 64 32 3 9 0;0.991041;22.5128;392.052;0.908743
9.97623;12 8 16 4096 64 4 0 0 0;0.999558;9.98065;162.182;0.783761
10.0904;12 8 16 4096 64 4 0 0 1;0.999558;10.0949;175.588;0.843605
10.358;12 8 16 4096 64 4 0 1 0;0.999558;10.3626;188.474;0.886684
11.9132;12 8 16 4096 64 4 0 2 0;0.999558;11.9184;214.765;0.887382
13.5002;12 8 16 4096 64 4 0 3 0;0.999558;13.5062;241.057;0.887386
9.26325;12 8 16 4096 64 4 1 0 0;0.999558;9.26735;172.031;0.899013
10.8062;12 8 16 4096 64 4 1 1 0;0.999558;10.811;200.513;0.90845
12.4729;12 8 16 4096 64 4 1 2 0;0.999558;12.4784;228.996;0.908469
14.1666;12 8 16 4096 64 4 1 3 0;0.999558;14.1729;257.479;0.908469
9.73334;12 8 16 4096 64 4 2 0 0;0.999558;9.73764;181.879;0.908193
10.532;12 8 16 4096 64 4 2 0 1;0.999558;10.5367;195.285;0.905963
11.5038;12 8 16 4096 64 4 2 1 0;0.999558;11.5089;212.553;0.90874
13.3118;12 8 16 4096 64 4 2 2 0;0.999558;13.3177;243.226;0.90874
15.1504;12 8 16 4096 64 4 2 3 0;0.999558;15.1571;273.9;0.90874
10.2945;12 8 16 4096 64 4 3 0 0;0.999558;10.2991;191.728;0.908717
12.2097;12 8 16 4096 64 4 3 1 0;0.999558;12.2151;224.592;0.908743
14.161;12 8 16 4096 64 4 3 2 0;0.999558;14.1673;257.457;0.908743
1.61E+01;12 8 16 4096 64 4 3 3 0;1.00E+00;16.154;290.321;0.908743
11.0976;12 8 16 4096 64 8 0 0 0;0.997165;11.1291;176.753;0.770649
10.6975;12 8 16 4096 64 8 0 0 1;0.997165;10.7279;184.366;0.836465
10.526;12 8 16 4096 64 8 0 1 0;0.997165;10.5559;191.72;0.886569
11.4029;12 8 16 4096 64 8 0 2 0;0.997165;11.4353;206.687;0.887382
12.2972;12 8 16 4096 64 8 0 3 0;0.997165;12.3322;221.654;0.887386
13.1991;12 8 16 4096 64 8 0 4 0;0.997165;13.2367;236.622;0.887386
14.1086;12 8 16 4096 64 8 0 5 0;0.997165;14.1487;251.589;0.887386
15.0253;12 8 16 4096 64 8 0 6 0;0.997165;15.0681;266.556;0.887386
15.9494;12 8 16 4096 64 8 0 7 0;0.997165;15.9947;281.523;0.887386
10.1783;12 8 16 4096 64 8 1 0 0;0.997165;10.2072;187.816;0.896806
10.9842;12 8 16 4096 64 8 1 1 0;0.997165;11.0154;204.03;0.908447
11.9292;12 8 16 4096 64 8 1 2 0;0.997165;11.9631;220.244;0.908469
12.8832;12 8 16 4096 64 8 1 3 0;0.997165;12.9198;236.459;0.908469
13.8458;12 8 16 4096 64 8 1 4 0;0.997165;13.8852;252.673;0.908469
14.8168;12 8 16 4096 64 8 1 5 0;0.997165;14.8589;268.888;0.908469
15.7961;12 8 16 4096 64 8 1 6 0;0.997165;15.841;285.102;0.908469
16.7836;12 8 16 4096 64 8 1 7 0;0.997165;16.8313;301.317;0.908469
10.6911;12 8 16 4096 64 8 2 0 0;0.997165;10.7215;198.878;0.907992
11.1657;12 8 16 4096 64 8 2 0 1;0.997165;11.1974;206.492;0.905312
11.6973;12 8 16 4096 64 8 2 1 0;0.997165;11.7305;216.34;0.90874
12.7225;12 8 16 4096 64 8 2 2 0;0.997165;12.7586;233.802;0.90874
13.7576;12 8 16 4096 64 8 2 3 0;0.997165;13.7968;251.263;0.90874
14.8026;12 8 16 4096 64 8 2 4 0;0.997165;14.8447;268.725;0.90874
15.8572;12 8 16 4096 64 8 2 5 0;0.997165;15.9023;286.187;0.90874
16.9212;12 8 16 4096 64 8 2 6 0;0.997165;16.9693;303.649;0.90874
17.9946;12 8 16 4096 64 8 2 7 0;0.997165;18.0457;321.11;0.90874
11.3246;12 8 16 4096 64 8 3 0 0;0.997165;11.3568;209.941;0.908705
12.4189;12 8 16 4096 64 8 3 1 0;0.997165;12.4542;228.65;0.908743
13.5253;12 8 16 4096 64 8 3 2 0;0.997165;13.5637;247.359;0.908743
14.6429;12 8 16 4096 64 8 3 3 0;0.997165;14.6846;266.068;0.908743
15.7716;12 8 16 4096 64 8 3 4 0;0.997165;15.8165;284.777;0.908743
16.9112;12 8 16 4096 64 8 3 5 0;0.997165;16.9593;303.486;0.908743
18.0615;12 8 16 4096 64 8 3 6 0;0.997165;18.1129;322.195;0.908743
19.2224;12 8 16 4096 64 8 3 7 0;0.997165;19.277;340.904;0.908743
3.26573;12 8 16 4096 8 1 0 0 0;0.855652;3.81666;71.9825;0.870042
3.59185;12 8 16 4096 8 1 0 0 1;0.855652;4.19779;80.5062;0.889167
